feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_reg,target_cls
0.7198372908713905,-0.5939506189826678,-1.400507960274943,1.1575421256358394,0.3445082628655337,-3.153280864348507,1.6954017949178763,2.171796034297161,1.4465039359465777,-2.655702211397414,-3.3142405395765144,1
-0.4489208276097959,2.8313885165136528,0.30762075545105183,1.0378156529598745,-3.8714920496736713,3.157269598085178,-1.3055179096722882,0.5377681436833885,0.06749853587500881,2.0985157011147395,54.4639678410647,0
0.009291752530912675,-1.3874733847164968,-0.5887635362067958,1.1778451794424742,-0.4402743587025504,-1.6902542635806246,0.7596885056946725,-1.2046190535557026,0.13934259362126433,0.6199493364107127,-20.82082037667164,0
-0.5681423298343345,0.516355262756073,1.309472896350713,-0.9008728823892236,0.024115968942614842,-0.10541961787549534,2.514391364637139,1.2884034753267495,-1.830768448394866,-0.2550312498920704,4.32724311239833,1
-1.038801828002556,0.403889171377817,0.7344490334876547,-0.47778991966302997,-1.0279808361275642,0.44341706593855834,2.4946004088198324,0.3247427930145115,0.5029004049141359,1.2137773494248314,18.64180406130938,1
0.4145418143797882,4.458570998971979,-0.002083797420183821,0.3685141848387008,-4.801990402888618,5.871717512967146,-2.209119124471358,3.184625109134472,-0.7723040253264754,1.9256922679725617,73.52713241365733,0
-2.525718633602488,0.8305327830102213,0.5296931329054426,2.523898824175022,-2.3613006796599842,0.8086108155861127,-3.600172721243446,1.3470414918869582,0.06395678691093298,-0.44914008522331894,13.156608468838693,1
-0.6404934347691842,-2.7758873952635446,0.799499253504148,1.3011536960364911,-2.604739779723707,2.4821882360719654,-0.8930739687166085,0.23068064036604308,0.1683951924752465,3.8462767362741483,11.574900697093975,1
0.9478258028372162,-0.8636052694008218,-0.6492655780759244,0.9835918965760542,-2.2721635794702535,0.8556043252533538,0.945189540536204,0.29717306453289016,0.6820344500439264,2.2480851507345525,12.341810584380674,1
0.015686713795602138,3.6610702982001158,-0.6279284867539493,0.8797076408839073,-4.512745643370446,3.548322814435058,-0.8043636775855234,-0.7075025049211694,-0.7287316813744033,3.133162022294283,46.80994365188034,0
-0.5833579722273482,-0.5844129757715522,1.2246270872263318,1.410092503190012,-2.0694580614798443,-0.4230238657481319,1.5265601594264973,2.099892999895589,0.03859194022703303,0.3712678608792269,23.17235371554714,1
0.547215938057004,2.7366844333294313,-0.16396087960192127,0.9790222272410256,-4.490091264237598,3.4900624847045614,-0.2924379118039926,1.2060625835668284,-0.9171598051960359,2.6231099282319015,47.44292267031219,0
0.5754686674944302,4.383268142865308,0.6799730755167559,0.33418368603076776,-5.853615115234359,5.500230834753826,0.39328014092670593,2.078621126391832,-0.2526856880009639,3.6371661545490213,100.0490671105678,0
0.5995941132814938,-0.0806375767234142,0.5684410062561545,2.2679986979309534,-2.201685644199189,1.2802957515249778,-3.186449650357391,3.5018793084365716,-0.5071230600565902,-0.8449098041838792,36.101548280700264,0
-1.7628324838426952,0.41818975347772835,-1.131026391491943,0.7075222298311878,-0.1744371137470452,-2.7391401829741286,2.809584179210737,2.10255818900543,-1.026640734735731,-2.2026830505994206,-12.801670622806927,1
-0.9923132660360943,0.13695381252475491,-0.37171290329290085,1.5159811879744451,-1.2869074264451212,-0.41549303997744436,-1.0694846480173474,-0.5421388490842536,0.5077576703115002,0.2924497090045882,-6.033749435874754,0
0.2825435261067931,-1.2609526188677325,-0.4360534876498796,2.2434180947108207,-2.2845212456113795,-0.9922898355461361,0.8821711936120809,2.018551567309679,-0.7078526767431832,0.2622120780590671,7.072851361676519,1
0.9709007319343095,-0.412960906863425,-0.9842723752925036,2.3324477684013365,-1.903875942275351,-0.0876279546808253,-1.9964840504897543,1.4557607840204834,-0.6174466124590982,-0.28499769907191497,9.636701177272283,0
-0.9191801387207167,-1.7451518537336441,0.8846067898626929,2.3635733667091876,-2.788692618563539,-0.16328615445481837,0.2632159410171214,0.5592746572494665,-1.1103995172960208,1.8921390812400793,1.9504570005708608,1
